Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
22-NOV-2021,38232.15,38241,36655.4,37128.8,209492175,7478.88
18-NOV-2021,38071.9,38233.95,37748.45,37976.25,238703538,6350.8
17-NOV-2021,38113.4,38456.3,37981.2,38041.55,139261045,5184.44
16-NOV-2021,38710.9,38724.7,38211.1,38307.1,129073386,4580.98
15-NOV-2021,38849.45,39117.15,38606.6,38702.35,112339108,4496.4
12-NOV-2021,38707.15,38822.85,38467.8,38733.35,136008185,5412.25
11-NOV-2021,38913.05,38929.95,38346.05,38560.2,146046747,4676.68
10-NOV-2021,39206.2,39220.3,38873.8,39023.25,167942059,5776.38
09-NOV-2021,39517.85,39560.6,39223.4,39368.8,203521905,6800.76
08-NOV-2021,39674.05,39674.05,38932.15,39438.25,212859120,10040.13
04-NOV-2021,39669.1,39734.7,39514.15,39573.7,38771464,1174.3
03-NOV-2021,40040.65,40160.2,39304.85,39402.05,267471244,9163.63
02-NOV-2021,39796.9,40107.6,39590.7,39938.45,265000402,7594.77
01-NOV-2021,39432.15,39862.6,39120.65,39763.75,203227931,6875.2
29-OCT-2021,39424.55,39775.25,38426.65,39115.6,341299932,9276.25
28-OCT-2021,40915.15,40931.05,39350.2,39508.95,512721476,11302.12
27-OCT-2021,41234.55,41347,40750,40874.35,322833423,10941.19
26-OCT-2021,41057.75,41367.25,40829.15,41238.3,437106559,10330.7
25-OCT-2021,40961.25,41829.6,40508.1,41192.4,476829654,17994.24
22-OCT-2021,40192.65,40587.35,40149.55,40323.65,370521433,8427.53
21-OCT-2021,39676.55,40200.45,39428.1,40030.2,271266226,7241.93
20-OCT-2021,39545.45,39774.55,39292.8,39518.2,236894524,6136.15
19-OCT-2021,39927.3,40011.15,39394.25,39540.5,274854608,5832.63
18-OCT-2021,39794.25,39947.6,39569.55,39684.8,580029143,9484.58
14-OCT-2021,38684.65,39375.05,38673,39340.9,249639376,5612.83
13-OCT-2021,38735.3,38779.05,38502.7,38635.75,205858894,3921.24
12-OCT-2021,38178.35,38609.6,38144.6,38521.5,201279829,4935.67
11-OCT-2021,37782.75,38495.3,37744.65,38293.8,136093225,4785.36
08-OCT-2021,37906.4,38105.2,37674.35,37775.25,168175930,4611.89
07-OCT-2021,37894,37923.65,37650.25,37753.2,136415691,4753.02
06-OCT-2021,37768.8,38106.85,37452,37521.55,204213956,6270.47
05-OCT-2021,37499.8,37786.6,37364.75,37741,153094965,4372.22
04-OCT-2021,37392.15,37670.7,37355.6,37579.65,146438070,3839
01-OCT-2021,37140.4,37299.4,36876.35,37225.9,189209173,4705.98
30-SEP-2021,37677.8,37884.85,37354.25,37425.1,235076302,7155.78
29-SEP-2021,37601.1,37923.45,37371.05,37743,260519352,7824.77
28-SEP-2021,38360,38377.25,37315.2,37945,200987747,5679.24
27-SEP-2021,38054.75,38355.2,37968.2,38171.25,112955375,4516.18
24-SEP-2021,37954,38112.6,37680,37830.3,138418570,5205.98
23-SEP-2021,37241.25,37830.75,37216.15,37771.7,139137134,5471.4
22-SEP-2021,37277.1,37328.6,36885.6,36944.65,106372965,4126.9
21-SEP-2021,37238.4,37340.7,36525.95,37235.85,153954277,5563.12
20-SEP-2021,37388.2,37802.75,37068.45,37145.7,152042291,4919.32
17-SEP-2021,37929.5,38112.75,37396.05,37811.95,335066214,11153.32
16-SEP-2021,36946,37720.15,36907.75,37668.6,423076588,10734
15-SEP-2021,36543.55,36949.7,36496.05,36852.25,177854499,5463.77
14-SEP-2021,36639.95,36756,36529.65,36613.05,109343491,4311.88
13-SEP-2021,36608.45,36724.85,36327.05,36471.8,82205571,3282.17
09-SEP-2021,36725.5,36857.2,36566.7,36683.2,83638944,3301.5
08-SEP-2021,36519.7,36855.9,36393.6,36768.2,175840330,6679.55
07-SEP-2021,36558.85,36685.85,36151.95,36468.8,124504318,3933.55
06-SEP-2021,36878.25,36923.65,36554.45,36592.35,88610035,3038.65
03-SEP-2021,36883.65,37140,36563.2,36761.15,155572966,5188.05
02-SEP-2021,36588.4,36895.55,36469,36831.3,118881969,4621.75
01-SEP-2021,36591.45,36997.7,36487.15,36574.3,181520267,7867.86
31-AUG-2021,36367.4,36552.8,36216.2,36424.6,210320042,7839.06
30-AUG-2021,35781.05,36398.45,35721.9,36347.65,150364401,5079.7
27-AUG-2021,35559.75,35727.9,35359.25,35627.8,120863177,3898.87
26-AUG-2021,35485.95,35785.8,35411.8,35617.55,136431065,4684.26
25-AUG-2021,35768.85,35910.3,35499.65,35586.25,144304924,3947.9
24-AUG-2021,35200.75,35795.3,35070,35712.1,173607876,5382.27
23-AUG-2021,35424.2,35427.4,34817.5,35124.4,174160064,4581.56
20-AUG-2021,35146.5,35306.5,34926.5,35033.85,181201194,5621.76
18-AUG-2021,36222.5,36248.9,35432,35554.5,140479197,5157.2
17-AUG-2021,35935.05,35993.7,35611.85,35867.45,118332001,3930.78
16-AUG-2021,36100.65,36261.55,36032.4,36094.5,87300657,2984.95
13-AUG-2021,36000.75,36233.3,35937.1,36169.35,125846393,4593.12
12-AUG-2021,35825.4,35998.15,35702.9,35937.05,122331527,3481.99
11-AUG-2021,36218.25,36227.55,35531.35,35806.4,200203008,4955.85
10-AUG-2021,35954.55,36317,35890.5,36034.1,201187741,6083.06
09-AUG-2021,35824.2,36159.85,35612.3,36028.95,166874234,4546.7
06-AUG-2021,35875.8,36080.1,35700.45,35809.25,230463834,7209.36
05-AUG-2021,36093.95,36115.45,35661.3,35834.75,312002845,8949.45
04-AUG-2021,35388.15,36219.8,35313,36028.05,363137299,13550.66
03-AUG-2021,34660.75,35238.45,34649.2,35207.45,254949840,6529.88
02-AUG-2021,34760.9,34861.75,34588.25,34710,241611859,5151.4
30-JUL-2021,34698.75,34738.75,34445.4,34584.35,174178173,5836.13
29-JUL-2021,34740.3,34778.15,34495.2,34691.5,195999122,5521.61
28-JUL-2021,34839.45,34841.55,34115.2,34532.9,174745645,6783.84
27-JUL-2021,35029.3,35186.1,34713.55,34797.45,173044876,6639.9
26-JUL-2021,34947.85,35138.2,34669.55,34949.7,179131153,6187.92
23-JUL-2021,34748.35,35088,34404.75,35034.4,200257651,5310.25
22-JUL-2021,34774.55,34989.1,34557.85,34677.3,164037904,4445.62
20-JUL-2021,34791.15,34894.15,34357.35,34415.45,159709578,5359.02
19-JUL-2021,35070.5,35347.05,34899.2,35079.2,130897303,4910.46
16-JUL-2021,35977.95,35977.95,35674.75,35751.8,124898578,3037.86
15-JUL-2021,35757.45,35985.25,35625.7,35907.65,116401975,3780.09
14-JUL-2021,35585.85,35804.05,35434.75,35668.25,103104332,3621.95
13-JUL-2021,35480.05,35727.85,35340.7,35673.4,134145673,5257.17
12-JUL-2021,35285.05,35394.3,35060.35,35198.9,183089619,4314.98
09-JUL-2021,35163.75,35225.2,34859.9,35071.95,145257589,4368.31
08-JUL-2021,35603.25,35811,35134.65,35274.1,169181977,4674.22
07-JUL-2021,35550.6,35795.75,35427.65,35771.3,151482780,4373.93
06-JUL-2021,35173.6,35807.45,35165.55,35579.15,179452046,6015.41
05-JUL-2021,35010.95,35234.3,34926.4,35212,164345876,3521.4
02-JUL-2021,34728.1,34894.45,34632.6,34809.9,165618523,4150.49
01-JUL-2021,34866,34917.65,34650.95,34684,164003666,4642.09
30-JUN-2021,35001.9,35214.9,34730.45,34772.2,249544293,5922.66
29-JUN-2021,35320.45,35337.45,34913.7,35010.3,266274918,6869.92
28-JUN-2021,35488.2,35576.95,35236.45,35359.45,320196203,5890.36
25-JUN-2021,34916.65,35491.95,34915.85,35364.65,236854047,7005.52
24-JUN-2021,34687.7,34935.3,34592.35,34827,210383466,5047.31
23-JUN-2021,34911.85,34937.65,34525.45,34574,315407199,6100.47
22-JUN-2021,35084.9,35281.9,34664.35,34745,264369582,5876.63
21-JUN-2021,34109.45,34927.65,33937.5,34871.3,260354639,5691.5
18-JUN-2021,34735.15,34787.4,33908.95,34558,274819851,6551.86
17-JUN-2021,34619.8,34882.4,34458.1,34605.4,199243725,5003.67
16-JUN-2021,35196.25,35380,34916.2,35003.5,157933211,4256.7
15-JUN-2021,35038.05,35317.4,34917.9,35247.75,170044245,4690.54
14-JUN-2021,34936.55,34995.15,34374.35,34950.6,311604282,5533.18
11-JUN-2021,35324.65,35344,34891.3,35047.4,192127390,4479.26
10-JUN-2021,34903.6,35165.65,34734.4,35131.2,324664716,5476.33
09-JUN-2021,35114.25,35402.45,34641.2,34800.5,315893506,6186.83
08-JUN-2021,35433.8,35449.5,34962.65,35085.3,214827767,4957.91
07-JUN-2021,35460.8,35545.85,35338.55,35443.65,253219977,4479.08
04-JUN-2021,35657.85,35810.9,35176.15,35291.65,282780039,6361.13
03-JUN-2021,35536.45,35723.7,35413,35649,421766510,8052.52
02-JUN-2021,35271.6,35415.85,35070.3,35373.75,591363574,8204.85
01-JUN-2021,35639.75,35713.9,35241.2,35337.2,323916139,7023.03
31-MAY-2021,35097.45,35584.3,34930.1,35526.65,379880136,7409.4
28-MAY-2021,35345.65,35436.65,34977.2,35141.45,551320823,10112.32
27-MAY-2021,34664.2,35220.8,34529.7,35095.05,726180251,12383.5
26-MAY-2021,34757.15,34897.95,34462.5,34684.2,321416671,6958.58
25-MAY-2021,35095,35125.85,34410.4,34662,349434738,7934.33
24-MAY-2021,34869.3,35216.1,34528.3,34943.6,618209361,13622.16
21-MAY-2021,33559.8,34694.45,33559.75,34606.9,534919600,15481.77
20-MAY-2021,33692.55,33833.7,33273.95,33334.55,498149396,7971.93
19-MAY-2021,33717.1,33959.3,33608.25,33685.2,310365750,7151.62
18-MAY-2021,33893.1,34142.85,33730.45,33922.4,385809306,10877.63
17-MAY-2021,32437.85,33506.9,32318.7,33459.25,432480348,11186.93
14-MAY-2021,32495.15,32622.65,32115.5,32169.55,344502670,6778.47
12-MAY-2021,32717.65,32747.7,32352.3,32452.3,530601264,7947.48
11-MAY-2021,32640.95,33154.3,32611.7,32872.2,410859353,7328.56
10-MAY-2021,33175.3,33297.6,33028.15,33142.4,366829284,6814.19
07-MAY-2021,33041.65,33259.15,32771.35,32904.5,261346010,5927.59
06-MAY-2021,32900.75,32956.35,32564,32827.8,268011511,6399.32
05-MAY-2021,32577.1,32862.15,32068.55,32783.7,343564356,7341.58
04-MAY-2021,32610.4,33011.55,32191.4,32270.35,672537145,10097.81
03-MAY-2021,32368.55,32566.6,31906.55,32465.75,313628139,9845.07
30-APR-2021,33112.4,33455.25,32663.4,32781.8,356408638,11062.75
29-APR-2021,33901.6,34287,33304.6,33714.5,381173342,11785.88
28-APR-2021,32865.5,33777.7,32840.3,33722.8,354104361,12947.01
27-APR-2021,32228.95,32807.1,32152.95,32735.35,298418626,10157.29
26-APR-2021,32316.65,32603.7,32144.8,32275.15,312038031,11319.42
23-APR-2021,31490.6,32148.4,31377.15,31722.3,333782207,8936.18
22-APR-2021,30763.5,31834.5,30555.25,31782.6,324393822,10428.93
20-APR-2021,31568.95,31731.65,30891,31112.7,301980700,7876.41
19-APR-2021,30993.45,31304.3,30405.65,31208.4,371591981,9337.41
16-APR-2021,32161.45,32325.15,31911.9,31977.45,282437841,6904.9
15-APR-2021,31929.1,32187.05,31406.4,32112.85,359820808,10459.88
13-APR-2021,30901.8,31885.45,30722.85,31771.6,394495718,8562.91
12-APR-2021,31637.9,31698.05,30520.3,30792,500839301,10617.9
09-APR-2021,32636.9,32972.15,32329.95,32448.05,342531390,8525.93
08-APR-2021,33154.2,33306.8,32704.75,32782.85,242109321,6459.28
07-APR-2021,32529.7,33191.7,32141.55,32991.2,301661823,8454.15
06-APR-2021,32915.65,33007.65,32338.4,32501.35,263466128,7146.59
05-APR-2021,33649.15,33697.75,32330.15,32678.85,306389349,8317.73
01-APR-2021,33588,33949.15,33208.75,33858,275264439,8451.84
31-MAR-2021,33764.8,33773.1,33151.8,33303.9,317682921,8647.1
30-MAR-2021,33615.9,33990.8,33564.55,33875.1,374227813,10246.95
26-MAR-2021,33605.05,33610.65,33166.1,33318.2,291664756,6932.74
25-MAR-2021,33420.75,33550.15,32415.25,33006.45,486186269,10556.91
24-MAR-2021,33894.7,33970.65,33203.4,33293.25,345484145,8061.91
23-MAR-2021,33747.95,34360.05,33622,34184.4,365205246,9444.61
22-MAR-2021,34088.4,34148.9,33389.15,33603.45,298859239,7685.72
19-MAR-2021,33590.4,34355.4,33361,34161.6,457208862,10879.76
18-MAR-2021,34577.5,34759.85,33597.55,33856.8,365798753,7932.37
17-MAR-2021,34905.05,35100.5,34126.85,34229.25,294340779,7534.66
16-MAR-2021,35352,35405.05,34744.6,34804.6,311778180,7147.29
15-MAR-2021,35544.25,35544.25,34430.65,35182.55,353005770,9014.21
12-MAR-2021,36497.35,36497.35,35188.05,35496.65,273642948,7952.81
10-MAR-2021,36112.25,36176.9,35764.35,35938.3,210555025,6446.15
09-MAR-2021,35705.9,36077.8,35544.95,35865.65,276564848,9262.41
08-MAR-2021,35462.45,35827.3,35090.75,35275.75,300221829,8440.63
05-MAR-2021,35458.5,35616.05,34893.25,35228.15,479018691,11974.97
04-MAR-2021,35575.65,36316.4,35519.25,35802.5,518584470,10419.7
03-MAR-2021,35754.45,36455.15,35570.55,36368.05,526962435,9532.62
02-MAR-2021,35458.15,35747.05,35002.45,35419.7,313565974,7869.52
01-MAR-2021,35374.25,35581.1,34983.75,35296,321453194,7669.26
26-FEB-2021,35806.65,35902.9,34658.7,34803.6,583014812,16332.46
25-FEB-2021,36763.15,37232.2,36494,36549,455940302,13087.65
24-FEB-2021,35205.4,36567.65,35060.65,36452.3,272875395,7573.8
23-FEB-2021,35540.55,35680.85,34976,35116.95,495062997,10218.79
22-FEB-2021,35874.3,36128.9,35097.55,35257.2,558736003,12053.67
19-FEB-2021,36371.55,36656.2,35584.6,35841.6,1057099488,14997.82
18-FEB-2021,37088.75,37108.75,36367.45,36587,860331083,13935.68
17-FEB-2021,37041.95,37331.45,36764.25,36910.95,850487354,13395.15
16-FEB-2021,37492.6,37708.75,36762.75,37098.4,498415137,13143.7
15-FEB-2021,36501.4,37449.9,36405.1,37306.25,395960815,10012.45
12-FEB-2021,35736.6,36322.8,35700.25,36108.9,400613273,9137.78
11-FEB-2021,35687.25,36009.45,35573.3,35752.1,397926100,7513.29
10-FEB-2021,36042.35,36227.2,35428.15,35783.1,454605536,9891.1
09-FEB-2021,36058.8,36477.15,35636.85,36056.5,692481033,11793.28
08-FEB-2021,36073.85,36466.45,35872.25,35983.65,448653152,10478.23
05-FEB-2021,35634.95,36615.2,35545,35654.5,929584155,24845.74
04-FEB-2021,34548.9,35413.15,34238.9,35344.8,829671813,17326.58
03-FEB-2021,34555.6,34908.05,34011.9,34758.45,605204158,14904.35
02-FEB-2021,33589.05,34652.5,33583.15,34267.9,672200917,18419.28
01-FEB-2021,30976.35,33305.3,30906.45,33089.05,724603063,18740.71
29-JAN-2021,30700.65,31111.95,30254.55,30565.5,491234852,12337.91
28-JAN-2021,29812.3,30464.4,29687.7,30358.3,616602174,15327.03
27-JAN-2021,31236.25,31287.05,30165.65,30284.55,374955694,10597.04
25-JAN-2021,31507.15,31697.55,31013.65,31198.4,354685592,9568.9
22-JAN-2021,32088,32131.4,31119.9,31167.25,447189924,10066.98
21-JAN-2021,32732.8,32842.3,31985.55,32186.9,429690838,10074.06
20-JAN-2021,32388.95,32607.45,32322.9,32543.7,463373596,7574.88
19-JAN-2021,32082.9,32464.95,31863.95,32424.85,354794656,7543.27
18-JAN-2021,32275.15,32441.5,31650.9,31811.75,396843076,10758.03
15-JAN-2021,32508.9,32544.8,32044.35,32246.8,441548129,7707.34
14-JAN-2021,32526.7,32718.95,32442.35,32519.75,418770741,8111.58
13-JAN-2021,32546.6,32683.5,32148.25,32574.65,631806349,11456.79
12-JAN-2021,31835.05,32397.95,31725.85,32339,518130302,9541.83
11-JAN-2021,32280.3,32288.45,31836.95,31998.9,262149604,6540.4
08-JAN-2021,32298.05,32298.05,32002.95,32084.2,320076839,7620.85
07-JAN-2021,32129.8,32177.4,31911.5,31956,503480241,9322.79
06-JAN-2021,31839.95,31982.3,31548.15,31797.9,546145047,10578.97
05-JAN-2021,31041.1,31767.65,30935.55,31722.25,427039458,9737.71
04-JAN-2021,31485.15,31489.6,30893.65,31212.45,455777638,7332.25
01-JAN-2021,31297.3,31384.35,31188.25,31225.85,362816824,4578.68
