Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY BANK,07-NOV-2025,16.17,2.18,1.01
NIFTY BANK,10-NOV-2025,16.19,2.18,1.01
NIFTY BANK,11-NOV-2025,16.24,2.19,1
NIFTY BANK,12-NOV-2025,16.28,2.19,1
NIFTY BANK,13-NOV-2025,16.31,2.2,1
NIFTY BANK,14-NOV-2025,16.35,2.2,1
NIFTY BANK,17-NOV-2025,16.47,2.22,0.99
NIFTY BANK,18-NOV-2025,16.46,2.22,0.99
NIFTY BANK,19-NOV-2025,16.54,2.23,0.99
NIFTY BANK,20-NOV-2025,16.58,2.23,0.98
NIFTY BANK,21-NOV-2025,16.45,2.21,0.99
NIFTY BANK,24-NOV-2025,16.44,2.21,0.99
NIFTY BANK,25-NOV-2025,16.43,2.21,0.99
NIFTY BANK,26-NOV-2025,16.63,2.24,0.98
NIFTY BANK,27-NOV-2025,16.69,2.25,0.98
NIFTY BANK,28-NOV-2025,16.7,2.26,0.98
NIFTY BANK,01-DEC-2025,16.68,2.26,0.98
NIFTY BANK,02-DEC-2025,16.57,2.24,0.98
NIFTY BANK,03-DEC-2025,16.59,2.24,0.98
NIFTY BANK,04-DEC-2025,16.57,2.24,0.98
NIFTY BANK,05-DEC-2025,16.71,2.26,0.98
NIFTY BANK,08-DEC-2025,16.56,2.24,0.99
NIFTY BANK,09-DEC-2025,16.55,2.24,0.99
NIFTY BANK,10-DEC-2025,16.48,2.23,0.99
NIFTY BANK,11-DEC-2025,16.55,2.24,0.99
NIFTY BANK,12-DEC-2025,16.6,2.25,0.98
NIFTY BANK,15-DEC-2025,16.62,2.25,0.98
NIFTY BANK,16-DEC-2025,16.5,2.23,0.99
NIFTY BANK,17-DEC-2025,16.47,2.23,0.99
NIFTY BANK,18-DEC-2025,16.46,2.23,0.99
NIFTY BANK,19-DEC-2025,16.51,2.23,0.99
NIFTY BANK,22-DEC-2025,16.57,2.24,0.98
NIFTY BANK,23-DEC-2025,16.57,2.24,0.98
NIFTY BANK,24-DEC-2025,16.54,2.24,0.99
NIFTY BANK,26-DEC-2025,16.49,2.23,0.99
NIFTY BANK,29-DEC-2025,16.47,2.23,0.99
NIFTY BANK,30-DEC-2025,16.54,2.24,0.99
NIFTY BANK,31-DEC-2025,16.4,2.19,0.98
