Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,44700.00,10.00,12.25,6.25,8.00,7.35,8.00,126221.00,846497.25,185.44,121545.00,-17265.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,46800.00,276.15,292.90,121.05,155.40,131.15,155.40,1108691.00,7811088.00,28077.18,990465.00,204045.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,48500.00,1482.40,1485.60,1074.00,1269.25,1240.10,1269.25,24006.00,179090.16,4446.51,469200.00,227160.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,44800.00,12.60,13.25,7.35,9.30,9.00,9.30,156641.00,1052872.72,245.20,343275.00,280455.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,44900.00,14.70,17.15,7.30,9.60,9.80,9.60,106559.00,717863.73,188.87,110805.00,49995.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43500.00,3.70,7.15,2.50,3.55,3.30,3.55,221618.00,1446220.95,163.50,235650.00,-72990.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43600.00,1.40,7.20,1.40,3.25,2.65,3.25,53100.00,347313.31,39.31,72255.00,8610.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,42000.00,2.40,5.20,1.35,2.25,2.50,2.25,104172.00,656336.54,52.94,207315.00,189465.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,42500.00,2.70,6.00,1.30,2.30,2.05,2.30,109858.00,700405.36,60.61,154590.00,49920.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43000.00,3.25,6.05,2.30,3.25,2.90,3.25,203561.00,1313099.69,131.24,397110.00,68115.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43100.00,3.05,3.05,1.80,2.35,2.85,2.35,1615.00,10441.53,0.56,5865.00,5865.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43200.00,3.55,6.15,1.50,3.00,2.95,3.00,24698.00,160058.88,15.84,17250.00,16890.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43300.00,3.85,6.50,1.60,3.30,2.70,3.30,10704.00,69529.78,7.30,12345.00,10830.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,43400.00,3.45,7.10,1.40,3.35,2.60,3.35,16340.00,106385.88,12.48,6405.00,5745.00,47124.60
BANKNIFTY,28-Mar-2024,03-Apr-2024,PE,38500.00,1.15,2.75,0.75,1.40,1.40,1.40,27271.00,157495.90,5.88,36285.00,18000.00,47124.60
