Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,51100.00,23.40,23.95,20.85,22.15,22.10,22.15,181.00,3238.59,1.41,5145.00,1295.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,56300.00,390.55,429.00,346.60,402.30,411.30,402.30,5369.00,106528.43,732.28,63665.00,7350.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,59000.00,1700.00,1819.30,1569.15,1766.25,1785.00,1766.25,1175.00,24957.28,693.53,47775.00,8960.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,63000.00,5317.70,5570.80,5299.00,5481.85,5570.80,5481.85,43.00,1029.00,80.85,20965.00,770.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,59700.00,-,-,-,2893.75,2893.75,2603.95,-,-,-,105.00,-,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,49800.00,16.20,16.80,10.10,14.00,14.50,14.00,271.00,4724.90,1.37,1190.00,-805.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,60500.00,2830.00,2830.00,2830.00,2830.00,2830.00,3225.90,1.00,22.17,0.99,1155.00,35.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,50400.00,16.65,19.80,16.10,17.65,18.05,17.65,453.00,7993.74,2.82,2870.00,1890.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,47500.00,8.65,9.15,7.35,8.35,8.05,8.35,545.00,9062.21,1.58,7315.00,945.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,62500.00,-,-,-,6678.30,-,4973.30,-,-,-,-,-,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,58300.00,1160.00,1325.20,1122.55,1289.05,1305.85,1289.05,287.00,5978.76,122.53,6160.00,3255.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,56200.00,365.00,401.85,328.35,377.05,384.65,377.05,5475.00,108388.18,694.93,81305.00,20685.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,50200.00,16.60,21.95,14.30,16.50,16.45,16.50,447.00,7856.40,2.61,2030.00,1890.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,52700.00,41.40,45.75,39.45,42.20,41.15,42.20,601.00,11094.13,8.69,14280.00,-1470.00,57312.75
BANKNIFTY,30-Jun-2025,31-Jul-2025,PE,58700.00,1392.20,1599.95,1392.20,1552.90,1570.45,1552.90,106.00,2233.25,55.48,4270.00,1785.00,57312.75
