Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49200.00,793.00,1081.45,757.00,858.35,898.85,858.35,6026.00,45295.24,823.36,14160.00,-2250.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,46500.00,22.70,26.30,9.50,11.90,9.50,11.90,835349.00,5828914.33,2355.05,1294230.00,334440.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,46600.00,21.80,30.15,7.35,13.30,10.85,13.30,253203.00,1770690.07,801.10,169905.00,-30990.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49300.00,969.05,1169.40,838.50,1004.15,992.85,1004.15,7427.00,56044.53,1121.87,20265.00,9345.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49400.00,1043.35,1267.95,923.75,1039.10,1072.95,1039.10,1871.00,14168.95,304.84,6600.00,375.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,46700.00,25.85,35.00,12.00,15.15,13.35,15.15,377092.00,2642890.82,1361.36,363600.00,28845.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,46800.00,30.05,40.50,10.35,17.75,15.80,17.75,371572.00,2609964.96,1529.52,360960.00,122805.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49500.00,1129.95,1352.60,1010.00,1154.20,1169.00,1154.20,8813.00,67001.22,1564.69,29250.00,-1230.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49600.00,1200.00,1452.00,1105.15,1216.10,1266.85,1216.10,997.00,7606.48,188.80,2775.00,390.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,46900.00,35.15,46.90,17.15,20.30,19.40,20.30,299956.00,2111627.96,1437.50,336210.00,201375.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49700.00,1180.60,1550.00,1180.60,1289.20,1355.70,1289.20,518.00,3967.74,106.05,1020.00,-840.00,48292.25
BANKNIFTY,29-Dec-2023,03-Jan-2024,PE,49800.00,1373.75,1628.05,1331.10,1466.55,1488.40,1466.55,273.00,2099.00,59.69,525.00,90.00,48292.25
