Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,48900.00,2458.80,2575.00,2350.60,2575.00,2575.00,2575.00,4.00,30.83,1.49,15375.00,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,47500.00,3712.95,3862.95,3712.95,3832.20,3845.95,3832.20,9.00,69.21,5.08,2280.00,75.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,49000.00,2366.10,2545.00,2275.00,2499.85,2524.95,2499.85,1038.00,8004.89,375.59,59760.00,3240.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,47600.00,-,-,-,5490.35,-,3581.20,-,-,-,-,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,49100.00,2368.85,2368.85,2368.85,2368.85,2368.85,2279.45,1.00,7.72,0.35,300.00,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,47700.00,-,-,-,5409.35,-,3488.80,-,-,-,-,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,47800.00,-,-,-,5328.85,-,3397.10,-,-,-,-,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,49200.00,2197.35,2265.90,2171.95,2171.95,2171.95,2200.70,3.00,23.14,1.00,135.00,30.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,42500.00,8600.00,8630.00,8600.00,8630.00,8630.00,8587.55,3.00,23.00,3.88,825.00,30.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,47900.00,-,-,-,5248.85,-,3306.00,-,-,-,-,-,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,49300.00,2135.85,2306.15,2045.70,2252.75,2249.90,2252.75,50.00,386.20,16.45,10500.00,150.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,43000.00,8050.00,8331.00,8015.00,8213.60,8252.30,8213.60,534.00,4101.79,657.49,30630.00,-4995.00,50860.20
BANKNIFTY,31-Dec-2024,29-Jan-2025,CE,48000.00,3225.45,3418.65,3125.00,3374.75,3384.10,3374.75,596.00,4585.82,294.62,47370.00,-1230.00,50860.20
