Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,36700.00,79.00,96.15,0.05,0.45,0.05,36373.60,3831318.00,35180345.52,28002.87,935275.00,190925.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38200.00,2.10,2.10,0.05,0.15,0.05,36373.60,51141.00,488410.48,13.93,96725.00,-84500.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,36900.00,29.00,37.55,0.05,0.35,0.05,36373.60,1774688.00,16376894.67,5397.87,577575.00,66825.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,39200.00,1.00,2.80,0.05,0.10,0.05,36373.60,10845.00,106282.98,1.98,30575.00,-11200.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,37900.00,2.65,2.65,0.05,0.20,0.05,36373.60,88307.00,836735.88,27.05,155200.00,-31575.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38300.00,1.45,1.85,0.05,0.20,0.10,36373.60,44531.00,426395.67,11.35,83350.00,-54225.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,37000.00,19.70,22.85,0.05,0.30,0.05,36373.60,2822929.00,26117935.51,5842.26,1535250.00,-451200.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38000.00,2.60,2.60,0.05,0.15,0.05,36373.60,524312.00,4981114.18,150.18,1449550.00,-390650.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,39300.00,0.25,1.75,0.05,0.15,0.05,36373.60,10098.00,99214.81,1.96,24350.00,-10700.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38400.00,1.45,1.85,0.05,0.10,0.05,36373.60,43314.00,415825.15,10.75,91600.00,-15975.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,37100.00,9.00,13.80,0.05,0.25,0.05,36373.60,941042.00,8729416.50,1251.95,511525.00,42625.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38100.00,1.60,1.95,0.05,0.40,0.05,36373.60,71768.00,683606.62,16.42,304850.00,156650.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38500.00,1.45,1.80,0.05,0.10,0.05,36373.60,195386.00,1880633.54,43.29,673825.00,-369525.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,37200.00,9.00,9.00,0.05,0.20,0.05,36373.60,817165.00,7600412.57,778.07,574675.00,-22850.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,39800.00,1.50,1.50,0.05,0.20,0.05,36373.60,2609.00,25959.90,0.35,17850.00,2325.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,36100.00,401.00,509.95,206.15,282.00,272.45,36373.60,486012.00,4427611.53,41353.23,86675.00,-138775.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,38600.00,0.25,1.85,0.05,0.15,0.05,36373.60,29111.00,280927.29,6.14,62000.00,-10625.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,37300.00,5.00,6.00,0.05,0.20,0.05,36373.60,572640.00,5340290.18,422.18,513225.00,-148225.00,-
BANKNIFTY,31-Mar-2022,31-Mar-2022,CE,39600.00,1.00,1.35,0.05,0.15,0.15,36373.60,3425.00,33908.08,0.58,25400.00,-1275.00,-
